Ticket Number,Date Created,Subject,Priority,Department,Help Topic,Source,Current Status,Last Updated,SLA Due Date,Due Date,Closed Date,Overdue,Answered,Agent Assigned
849278,1/31/2022 17:49,Cindi Baker,Normal,CBC Support,CBC Main,Email,Closed,1/31/2022 20:19,2/3/2022 17:49,,1/31/2022 20:19,No,Yes,Khrystal
697071,2/9/2022 17:35,Kitty Emch,Normal,CBC Support,CBC Main,Email,Resolved,2/9/2022 19:09,2/12/2022 17:35,,2/9/2022 19:09,No,Yes,Jamie
937133,2/22/2022 18:00,new employee,Normal,CBC Support,CBC Main,Email,Closed,3/9/2022 21:27,2/25/2022 18:00,,3/9/2022 21:27,No,No,Sherry
281490,3/7/2022 16:40,Abbey Pritchett,Normal,CBC Support,CBC Main,Email,Closed,3/7/2022 16:44,3/10/2022 16:40,,3/7/2022 16:44,No,Yes,Khrystal
304240,3/7/2022 18:30,Troy Moore,Normal,CBC Support,CBC Main,Email,Closed,3/7/2022 19:09,3/10/2022 18:30,,3/7/2022 19:09,No,Yes,Sherry
957380,3/10/2022 13:30,Angela Schlottman,Normal,CBC Support,CBC Main,Email,Closed,3/10/2022 15:33,3/13/2022 13:30,,3/10/2022 15:33,No,Yes,Khrystal
881438,3/15/2022 16:25,Holly Murchie,Normal,CBC Support,CBC Main,Email,Resolved,3/16/2022 13:40,3/18/2022 16:25,,3/16/2022 13:40,No,Yes,Jamie
344258,3/15/2022 16:35,unable to print,Normal,CBC Support,CBC Main,Email,Closed,3/16/2022 13:26,3/18/2022 16:35,,3/16/2022 13:26,No,No,Sherry
113595,3/16/2022 11:55,laptop,Normal,CBC Support,CBC Main,Email,Closed,3/16/2022 13:54,3/19/2022 11:55,,3/16/2022 13:54,No,Yes,Khrystal
959599,3/31/2022 12:00,Kristin Zalaquett,Normal,CBC Support,CBC Main,Email,Closed,4/7/2022 19:19,4/3/2022 12:00,,4/7/2022 19:19,No,No,Sherry
246924,4/19/2022 11:00,Jason Salyer,Normal,CBC Support,CBC Main,Email,Closed,4/19/2022 11:55,4/22/2022 11:00,,4/19/2022 11:55,No,Yes,Jamie
203350,4/29/2022 11:50,Checking Drive Permissions,Normal,CCS Support,CBC Main,Email,Resolved,4/29/2022 13:11,5/2/2022 11:50,,4/29/2022 13:11,No,Yes,Jamie
724377,5/9/2022 17:00,interns,Normal,CBC Support,CBC Main,Email,Closed,5/11/2022 12:03,5/12/2022 17:00,,5/11/2022 12:03,No,No,Sherry
650252,5/10/2022 11:30,Student Ministry Intern,Normal,CBC Support,CBC Main,Email,Closed,5/11/2022 12:05,5/13/2022 11:30,,5/11/2022 12:05,No,No,Sherry
399301,5/25/2022 11:40,Internet connection issues,Normal,CBC Support,CBC Main,Email,Closed,5/25/2022 12:40,5/28/2022 11:40,,5/25/2022 12:40,No,No,Sherry
565044,5/31/2022 12:05,Marsha Berry,Normal,CBC Support,CBC Main,Email,Closed,6/3/2022 15:42,6/3/2022 12:05,,6/3/2022 15:42,No,Yes,Sherry
802604,6/15/2022 13:45,printing still down?,Normal,CBC Support,CBC Main,Email,Closed,6/15/2022 16:50,6/18/2022 13:45,,6/15/2022 16:50,No,Yes,Sherry
139173,6/29/2022 14:55,Anna Underwood,Normal,CBC Support,CBC Main,Email,Closed,6/30/2022 13:16,7/2/2022 14:55,,6/30/2022 13:16,No,Yes,Sherry
484101,6/30/2022 13:30,Z drive issues,Normal,CBC Support,CBC Main,Email,Closed,7/7/2022 19:08,7/3/2022 13:30,,7/7/2022 19:08,No,No,Sherry
693310,7/19/2022 19:20,Dace Hite,Normal,CBC Support,CBC Main,Email,Closed,7/19/2022 19:20,7/22/2022 19:20,,7/19/2022 19:20,No,No,Sherry
943321,8/8/2022 14:50,Joanna Self,Normal,CBC Support,CBC Main,Email,Closed,8/8/2022 16:01,8/11/2022 14:50,,8/8/2022 16:01,No,Yes,Khrystal
790515,8/12/2022 13:45,Dr. David Wells,Normal,CBC Support,CBC Main,Email,Closed,8/12/2022 17:40,8/15/2022 13:45,,8/12/2022 17:35,No,No,Khrystal
104557,8/16/2022 17:40,Micah Riley - New Counseling Center Intern,Normal,CBC Support,CBC Main,Email,Closed,8/17/2022 12:54,8/19/2022 17:40,,8/17/2022 12:54,No,Yes,Sherry
667388,8/17/2022 16:00,Cristel Sensinger,Normal,CBC Support,CBC Main,Email,Closed,8/17/2022 18:59,8/20/2022 16:00,,8/17/2022 18:59,No,Yes,Sherry
403970,8/17/2022 18:30,Charlie King - new Chorus teacher,Normal,CBC Support,CBC Main,Email,Closed,8/17/2022 19:04,8/20/2022 18:30,,8/17/2022 19:04,No,Yes,Sherry
109949,8/19/2022 13:04,Alli Sanderson,Normal,CBC Support,CBC Main,Email,Closed,8/19/2022 13:42,8/22/2022 13:04,,8/19/2022 13:42,No,Yes,Khrystal
227128,8/22/2022 13:10,Jen Thompson,Normal,CBC Support,CBC Main,Email,Resolved,8/22/2022 15:09,8/25/2022 13:10,,8/22/2022 15:09,No,Yes,jamie IT
550588,8/22/2022 14:35,Jenn Cooney (Counseling Center),Normal,CBC Support,CBC Main,Email,Resolved,8/22/2022 15:07,8/25/2022 14:35,,8/22/2022 15:07,No,Yes,jamie IT
791859,8/22/2022 15:19,Leslie Davidson,Normal,CBC Support,CBC Main,Email,Resolved,8/22/2022 15:40,8/25/2022 15:19,,8/22/2022 15:40,No,Yes,jamie IT
280214,8/22/2022 18:35,Sara Gordon,Normal,CBC Support,CBC Main,Email,Closed,8/22/2022 19:47,8/25/2022 18:35,,8/22/2022 19:47,No,Yes,Sherry
658860,8/30/2022 16:15,Kristi Grogan,Normal,CBC Support,CBC Main,Email,Resolved,8/30/2022 18:54,9/2/2022 16:15,,8/30/2022 18:54,No,Yes,jamie IT
234231,9/1/2022 18:53,new employees,Normal,CBC Support,CBC Main,Email,Closed,9/2/2022 19:00,9/4/2022 18:53,,9/2/2022 19:00,No,Yes,Sherry
817710,9/22/2022 13:10,Christine Carpenter,Normal,CBC Support,CBC Main,Email,Closed,9/22/2022 18:12,9/25/2022 13:10,,9/22/2022 18:12,No,No,Sherry
929896,9/22/2022 18:13,Kitty Emch,Normal,CBC Support,CBC Main,Email,Closed,9/22/2022 18:45,9/25/2022 18:13,,9/22/2022 18:45,No,No,Sherry
884640,10/3/2022 13:55,Kitty Emch - WEE School Teacher,Normal,CBC Support,CBC Main,Email,Resolved,10/3/2022 14:36,10/6/2022 13:55,,10/3/2022 14:36,No,Yes,jamie IT
819086,10/3/2022 15:05,Jay Hancock,Normal,CBC Support,CBC Main,Email,Resolved,10/3/2022 15:45,10/6/2022 15:05,,10/3/2022 15:45,No,Yes,jamie IT
717084,10/10/2022 11:35,Fwd: Login error,Normal,Chromebook,Chromebook,Email,Closed,10/11/2022 15:29,10/17/2022 11:35,,10/11/2022 15:29,No,No,Sherry
215869,10/10/2022 19:35,Kailee Croom,Normal,CBC Support,CBC Main,Email,Closed,10/13/2022 12:21,10/13/2022 19:35,,10/13/2022 12:21,No,No,Sherry
483870,9/8/2018 18:00,[CCS Helpdesk] .,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/10/2018 13:25,9/11/2018 18:00,,9/10/2018 13:25,No,Yes,Ed
497707,9/21/2018 13:25,[CCS Helpdesk] .,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/21/2018 17:05,9/24/2018 13:25,,9/21/2018 17:05,No,Yes,Ed
154019,9/24/2018 19:00,[CCS Helpdesk] extensions,Normal,CCS Support,CCS Main,Email,Closed,9/25/2018 14:28,9/27/2018 19:00,,9/25/2018 14:28,No,Yes,Ed
707551,10/15/2018 22:15,[CCS Helpdesk] - Unblock discussions.apple.com,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,10/16/2018 16:02,10/18/2018 22:15,,10/16/2018 16:02,No,Yes,Ed
291375,10/16/2018 18:04,Screen goes Blank in Google-Asus C100PA,Normal,Chromebook,Chromebook,Other,Closed,10/17/2018 14:17,10/19/2018 18:04,,10/17/2018 14:17,No,Yes,Jennifer
255779,11/3/2018 20:15,[CCS Helpdesk] .,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,12/11/2018 14:54,11/6/2018 20:15,,12/11/2018 14:54,No,No,Ed
945927,11/13/2018 15:50,[CCS Helpdesk] Andrew Seelig,Normal,Chromebook,Chromebook,Email,Closed,11/27/2018 15:38,,,11/27/2018 15:38,No,Yes,Khrystal
845128,1/14/2019 13:40,[CCS Helpdesk] .,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,1/14/2019 19:25,1/17/2019 13:40,,1/14/2019 19:25,No,Yes,Ed
365500,2/11/2019 14:55,[CCS Helpdesk] Andrew Seelig,Normal,Chromebook,Chromebook,Email,Closed,2/11/2019 16:14,2/14/2019 14:55,,2/11/2019 16:14,No,Yes,Khrystal
928020,2/14/2019 20:45,[CCS Helpdesk] extension,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,2/15/2019 12:43,2/17/2019 20:45,,2/15/2019 12:43,No,Yes,Ed
201522,3/25/2019 13:03,Keys Not Working/LCD Cracked - C100PA,Normal,Chromebook,Chromebook,Other,Closed,4/4/2019 13:50,9/21/2019 13:03,,4/4/2019 13:50,No,Yes,Jennifer
616934,3/28/2019 18:45,[CCS Helpdesk] .,Normal,CCS Support,CCS Main,Email,Closed,3/29/2019 18:50,3/31/2019 18:45,,3/29/2019 12:29,No,No,Ed
592206,4/30/2019 18:25,[CCS Helpdesk] .,Normal,CCS Support,CCS Main,Email,Closed,5/1/2019 16:45,5/3/2019 18:25,,5/1/2019 16:45,No,Yes,Sherry
865637,8/7/2019 20:40,[CCS Helpdesk] .,Normal,Chromebook,Chromebook,Email,Closed,8/13/2019 17:21,8/14/2019 20:40,,8/13/2019 17:21,No,Yes,Jennifer
513615,11/11/2019 13:45,google form,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,11/12/2019 14:26,11/14/2019 13:45,,11/12/2019 14:26,No,Yes,Khrystal
255501,11/14/2019 13:45,[CCS Helpdesk] yt,Normal,CCS Support,CCS Main,Email,Closed,11/14/2019 13:57,11/17/2019 13:45,,11/14/2019 13:57,No,Yes,Khrystal
827282,11/22/2019 13:48,[CCS Helpdesk] video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,11/22/2019 18:48,11/25/2019 13:48,,11/22/2019 18:48,No,Yes,Sherry
433285,11/26/2019 14:25,[CCS Helpdesk] apes,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,11/26/2019 14:38,11/29/2019 14:25,,11/26/2019 14:38,No,Yes,Sherry
754791,2/6/2020 14:10,[CCS Helpdesk] youtube videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,2/6/2020 15:55,2/9/2020 14:10,,2/6/2020 15:55,No,Yes,Sherry
492516,3/6/2020 22:45,[CCS Helpdesk] Inkscape,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,3/10/2020 13:16,3/9/2020 22:45,,3/10/2020 13:16,No,Yes,Sherry
570310,3/20/2020 22:00,[CCS Helpdesk] zoom,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,3/23/2020 12:37,3/23/2020 22:00,,3/23/2020 12:37,No,Yes,Sherry
557482,4/9/2020 13:20,[CCS Helpdesk] forensics assignment,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,4/9/2020 13:31,4/12/2020 13:20,,4/9/2020 13:31,No,Yes,Jamie
893702,4/23/2020 16:15,[CCS Helpdesk] forenscs,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,4/23/2020 16:56,4/26/2020 16:15,,4/23/2020 16:56,No,Yes,Jamie
678226,4/27/2020 13:55,[CCS Helpdesk] forensics,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,4/27/2020 14:26,4/30/2020 13:55,,4/27/2020 14:26,No,Yes,Jamie
559939,4/29/2020 13:25,[CCS Helpdesk] forensics,Normal,CCS Support,CCS Main,Email,Resolved,4/29/2020 15:04,5/2/2020 13:25,,4/29/2020 15:04,No,Yes,Jamie
371077,4/29/2020 20:35,[CCS Helpdesk] connection,Normal,Chromebook,Chromebook,Email,Closed,5/1/2020 18:29,5/6/2020 20:35,,5/1/2020 18:29,No,Yes,Jennifer
824231,5/4/2020 14:09,[CCS Helpdesk] forensics,Normal,CCS Support,CCS Main,Email,Closed,5/4/2020 15:33,5/7/2020 14:09,,5/4/2020 15:33,No,Yes,Khrystal
582894,5/6/2020 13:57,[CCS Helpdesk] forensics,Normal,CCS Support,CCS Main,Email,Closed,5/6/2020 14:51,5/9/2020 13:57,,5/6/2020 14:51,No,Yes,Khrystal
547685,5/11/2020 19:10,[CCS Helpdesk] forensics,Normal,CCS Support,CCS Main,Email,Resolved,5/11/2020 19:31,5/14/2020 19:10,,5/11/2020 19:31,No,Yes,Jamie
132231,5/14/2020 13:45,[CCS Helpdesk] graphic design,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,5/14/2020 13:58,5/17/2020 13:45,,5/14/2020 13:58,No,Yes,Jamie
423574,9/10/2018 11:40,[CCS Helpdesk] White list please,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/11/2018 13:37,9/13/2018 11:40,,9/11/2018 13:37,No,Yes,Ed
642910,10/1/2018 13:10,"[CCS Helpdesk] White list, please.",Normal,CCS Support,CCS Main,Email,Closed,10/1/2018 17:53,10/4/2018 13:10,,10/1/2018 17:53,No,Yes,Ed
525199,1/24/2019 15:10,[CCS Helpdesk] White list,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,1/25/2019 20:03,1/27/2019 15:10,,1/25/2019 20:03,No,No,Ed
229541,2/20/2019 14:40,[CCS Helpdesk] Sleep.org,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,2/20/2019 18:06,2/23/2019 14:40,,2/20/2019 18:06,No,Yes,Ed
735788,4/3/2019 12:40,[CCS Helpdesk] White list,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,4/3/2019 15:29,4/6/2019 12:40,,4/3/2019 15:29,No,No,Ed
219018,5/29/2019 19:00,[CCS Helpdesk] Laptop,Normal,CCS Support,CCS Main,Email,Closed,6/3/2019 12:14,6/1/2019 19:00,,6/3/2019 12:14,No,No,Sherry
760726,8/29/2019 11:40,[CCS Helpdesk] Whitelist please,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,8/29/2019 13:18,9/1/2019 11:40,,8/29/2019 13:18,No,Yes,Khrystal
750362,9/5/2019 14:20,"[CCS Helpdesk] White list video for students, please.",Normal,CCS Support,CCS Main,Email,Closed,9/6/2019 16:15,9/8/2019 14:20,,9/6/2019 16:15,No,Yes,Khrystal
123779,9/11/2019 11:50,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/11/2019 13:34,9/14/2019 11:50,,9/11/2019 13:34,No,Yes,Khrystal
210669,9/11/2019 12:48,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/11/2019 13:35,9/14/2019 12:48,,9/11/2019 13:35,No,Yes,Khrystal
879471,10/7/2019 14:05,[CCS Helpdesk] Whitelist...,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,10/7/2019 14:35,10/10/2019 14:05,,10/7/2019 14:35,No,Yes,Khrystal
832811,10/22/2019 18:40,[CCS Helpdesk] White list please...,Normal,CCS Support,CCS Main,Email,Closed,10/23/2019 12:09,10/25/2019 18:40,,10/23/2019 12:09,No,Yes,Khrystal
235920,10/31/2019 11:20,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,10/31/2019 11:58,11/3/2019 11:20,,10/31/2019 11:58,No,Yes,Khrystal
209611,10/31/2019 11:20,[CCS Helpdesk] Whitelist Please,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,10/31/2019 11:58,11/3/2019 11:20,,10/31/2019 11:58,No,Yes,Khrystal
256324,1/5/2020 19:15,[CCS Helpdesk] White list please.,Normal,CCS Support,CCS Main,Email,Closed,1/6/2020 13:03,1/8/2020 19:15,,1/6/2020 13:03,No,Yes,Khrystal
254877,1/19/2020 18:05,[CCS Helpdesk] Whitelist please,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,1/21/2020 12:36,1/22/2020 18:05,,1/21/2020 12:36,No,Yes,Khrystal
522860,2/10/2020 23:50,[CCS Helpdesk] Whitelist please,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,2/11/2020 13:15,2/13/2020 23:50,,2/11/2020 13:09,No,No,Sherry
165894,2/26/2020 15:25,[CCS Helpdesk] White list please,Normal,CCS Support,CCS Main,Email,Closed,2/27/2020 14:10,2/29/2020 15:25,,2/27/2020 14:10,No,No,Sherry
486758,2/28/2020 20:25,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,3/2/2020 16:20,3/2/2020 20:25,,3/2/2020 16:20,No,Yes,Khrystal
668212,3/2/2020 19:25,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,3/2/2020 19:55,3/5/2020 19:25,,3/2/2020 19:55,No,Yes,Khrystal
635140,3/30/2020 18:00,[CCS Helpdesk] Whitelist please,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,3/30/2020 19:31,4/2/2020 18:00,,3/30/2020 19:31,No,Yes,Jamie
171821,4/19/2020 14:20,"[CCS Helpdesk] White list, please and thank you.",Normal,CCS Support,CCS Main,Email,Closed,4/20/2020 13:40,4/22/2020 14:20,,4/20/2020 13:40,No,Yes,Jamie
784192,4/21/2020 11:45,[CCS Helpdesk] White list please,Normal,CCS Support,CCS Main,Email,Resolved,4/21/2020 14:15,4/24/2020 11:45,,4/21/2020 14:15,No,Yes,Jamie
493362,4/24/2020 21:35,[CCS Helpdesk] Please whitelist.,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,4/28/2020 12:08,4/27/2020 21:35,,4/28/2020 12:08,No,Yes,Khrystal
358082,5/8/2020 13:00,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,5/8/2020 13:55,5/11/2020 13:00,,5/8/2020 13:55,No,Yes,Jamie
343569,8/17/2020 21:40,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,8/18/2020 12:47,8/20/2020 21:40,,8/18/2020 12:47,No,Yes,Jamie
517718,8/18/2020 23:05,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,8/19/2020 12:59,8/21/2020 23:05,,8/19/2020 12:59,No,Yes,Jamie
244325,8/24/2020 3:15,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,8/25/2020 13:35,8/27/2020 3:15,,8/25/2020 13:35,No,Yes,Jamie
146414,8/25/2020 2:00,[CCS Helpdesk] Whitelist please,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,8/25/2020 15:52,8/28/2020 2:00,,8/25/2020 15:52,No,Yes,Khrystal
476695,9/16/2020 16:25,[CCS Helpdesk] Whitelist Please,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/17/2020 12:43,9/19/2020 16:25,,9/17/2020 12:43,No,Yes,Khrystal
741567,10/13/2020 13:00,[CCS Helpdesk] Whitelist por favor...,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,10/13/2020 13:27,10/16/2020 13:00,,10/13/2020 13:27,No,Yes,Jamie
776232,11/5/2020 0:30,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,11/5/2020 13:12,11/8/2020 0:30,,11/5/2020 13:12,No,Yes,Khrystal
258440,11/19/2020 13:10,[CCS Helpdesk] Whitelist please...,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,11/19/2020 13:30,11/22/2020 13:10,,11/19/2020 13:30,No,Yes,Khrystal
708613,12/9/2020 17:15,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,12/9/2020 17:36,12/12/2020 17:15,,12/9/2020 17:36,No,Yes,Khrystal
380934,12/9/2020 23:15,[CCS Helpdesk] Whitelist/make secure,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,12/10/2020 13:19,12/12/2020 23:15,,12/10/2020 13:19,No,Yes,Khrystal
618704,1/5/2021 13:20,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,1/5/2021 13:40,1/8/2021 13:20,,1/5/2021 13:40,No,Yes,Khrystal
660404,1/13/2021 13:59,"[CCS Helpdesk] Could you whitelist, please?",Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,1/13/2021 14:12,1/16/2021 13:59,,1/13/2021 14:12,No,Yes,Khrystal
327590,1/13/2021 20:25,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,1/14/2021 13:15,1/16/2021 20:25,,1/14/2021 13:15,No,Yes,Khrystal
790631,1/14/2021 12:35,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,1/14/2021 13:17,1/17/2021 12:35,,1/14/2021 13:17,No,Yes,Khrystal
584345,1/29/2021 14:36,"[CCS Helpdesk] Please, whitelist...",Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,1/29/2021 14:54,2/1/2021 14:36,,1/29/2021 14:54,No,Yes,Sherry
586242,2/3/2021 12:35,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,2/3/2021 13:15,2/6/2021 12:35,,2/3/2021 13:15,No,Yes,Khrystal
990244,2/4/2021 17:02,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,2/4/2021 17:10,2/7/2021 17:02,,2/4/2021 17:10,No,Yes,Khrystal
675525,2/5/2021 13:33,[CCS Helpdesk] Please whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,2/5/2021 13:35,2/8/2021 13:33,,2/5/2021 13:35,No,Yes,Khrystal
214536,2/18/2021 18:50,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,2/19/2021 14:05,2/21/2021 18:50,,2/19/2021 14:05,No,Yes,Khrystal
873130,2/20/2021 15:15,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,2/22/2021 12:55,2/23/2021 15:15,,2/22/2021 12:55,No,Yes,Khrystal
769685,2/22/2021 12:05,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,2/22/2021 13:08,2/25/2021 12:05,,2/22/2021 13:08,No,Yes,Khrystal
109373,2/22/2021 21:20,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,2/23/2021 13:03,2/25/2021 21:20,,2/23/2021 13:03,No,Yes,Sherry
227871,2/22/2021 22:50,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,2/23/2021 13:47,2/25/2021 22:50,,2/23/2021 13:47,No,Yes,Jamie
731738,2/24/2021 14:05,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,2/24/2021 14:11,2/27/2021 14:05,,2/24/2021 14:11,No,Yes,Jamie
858245,2/26/2021 17:35,[CCS Helpdesk] Whitelist please.,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,2/26/2021 17:57,3/1/2021 17:35,,2/26/2021 17:57,No,Yes,Jamie
207408,3/5/2021 14:30,[CCS Helpdesk] Whitelist please,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,3/5/2021 15:05,3/8/2021 14:30,,3/5/2021 15:05,No,Yes,Jamie
766621,3/7/2021 16:55,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,3/8/2021 13:57,3/10/2021 16:55,,3/8/2021 13:57,No,Yes,Jamie
953727,3/9/2021 12:55,[CCS Helpdesk] Please...whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,3/9/2021 14:05,3/12/2021 12:55,,3/9/2021 14:05,No,Yes,Jamie
365297,5/4/2021 11:15,"[CCS Helpdesk] Whitelist, please.",Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,5/4/2021 12:45,5/7/2021 11:15,,5/4/2021 12:45,No,Yes,Jamie
391246,8/23/2021 16:35,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,8/23/2021 17:12,8/26/2021 16:35,,8/23/2021 17:12,No,Yes,Khrystal
458368,9/1/2021 20:40,[CCS Helpdesk] whitelist please,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,9/2/2021 12:18,9/4/2021 20:40,,9/2/2021 12:18,No,Yes,Jamie
434259,9/15/2021 16:45,"[CCS Helpdesk] Please whitelist, gracias.",Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/15/2021 17:02,9/18/2021 16:45,,9/15/2021 17:02,No,Yes,Khrystal
409007,10/13/2021 12:50,[CCS Helpdesk] Please whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,10/13/2021 13:02,10/16/2021 12:50,,10/13/2021 13:02,No,Yes,Jamie
550881,10/13/2021 13:21,[CCS Helpdesk] Please whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,10/13/2021 13:37,10/16/2021 13:21,,10/13/2021 13:37,No,Yes,Jamie
681314,10/14/2021 13:00,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,10/14/2021 13:16,10/17/2021 13:00,,10/14/2021 13:16,No,Yes,Jamie
993737,12/2/2021 13:46,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,12/2/2021 15:07,12/5/2021 13:46,,12/2/2021 15:07,No,Yes,Khrystal
407796,1/19/2022 19:25,[CCS Helpdesk] Please whitelist.,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,1/19/2022 19:56,1/22/2022 19:25,,1/19/2022 19:56,No,Yes,Jamie
